pair_a,pair_b,coint_pvalue,coint_score,hedge_ratio,half_life,spread_std,adf_pvalue,adf_stat
EURUSD,EURGBP,0.3427124355219664,-2.362712171665899,0.08443600792404334,326.6509777961846,0.09229631216485407,0.15241033533705045,-2.3631429073203303
AUDJPY,NZDCAD,0.345651372039388,-2.356650166341616,-0.05886834166164484,223.79707641400992,0.09496175102322231,0.15453711802350106,-2.3560161810423828
AUDNZD,NZDCAD,0.35304356248976626,-2.341487992154684,-0.8046060941600294,207.6351218855252,0.050367186641644836,0.15895699011751208,-2.341419534042178
AUDJPY,NZDJPY,0.361694147012664,-2.3238905579068083,0.6199704288746349,255.0322979145796,0.057428928443096425,0.17553868892119978,-2.289004735351391
AUDJPY,AUDNZD,0.3622954298535297,-2.3226729301288365,-0.03945401269663312,228.52882986343107,0.09499889388215832,0.16496548514544646,-2.3220165286918966
AUDJPY,EURCAD,0.3819960549496035,-2.283138421254599,-0.026015013244211026,234.08247044663082,0.09503131637767653,0.17768647373250596,-2.282462764881584
NZDCHF,CADCHF,0.3908937043317904,-2.265489348713398,0.8437310248100518,222.79425303507836,0.06312926407753738,0.18327339478060012,-2.2656871757909873
GBPUSD,EURNZD,0.39612490636666065,-2.2551655377753987,-0.29863795367480384,359.1691024663739,0.10275209969186455,0.1868763532262092,-2.2550463402800265
NZDCAD,CADCHF,0.39702772838468064,-2.253387521496,-0.15731210448557026,221.88084263279876,0.06314591476726249,0.1876090430557817,-2.2528988741098126
GBPUSD,NZDJPY,0.39756219374194873,-2.252335446557261,-0.2748184045032825,302.5679586379595,0.09915584495612219,0.1878647628764878,-2.2521506618031357
GBPUSD,USDJPY,0.40284029352795875,-2.2419651250006636,-0.36969485480104647,280.9582885128216,0.07675386284088942,0.1915065296336616,-2.241566218132714
GBPUSD,NZDCHF,0.4037982226936897,-2.2400866736923573,0.5097215081982328,257.2195117892617,0.0791124429231989,0.19216058151308663,-2.2396791137862344
AUDUSD,GBPJPY,0.4080467157688344,-2.2317685664040705,-0.6123136396646482,308.7445911485195,0.13444292066464777,0.19494276453965292,-2.2316977273142227
GBPUSD,CHFJPY,0.41817408289035923,-2.212019789755952,-0.2767958809203481,280.86315860804285,0.08526830200429604,0.20204235452146785,-2.2116556613385696
USDJPY,GBPJPY,0.43808343580525533,-2.1734704230272506,1.1334702123001348,344.663064365494,0.10290092283157834,0.215980400472933,-2.1735621253039175
GBPUSD,GBPJPY,0.44338518054341225,-2.163254717415621,-0.1334564271388317,346.7778453584583,0.10291419873695623,0.2199216951446682,-2.163067619148958
NZDUSD,AUDNZD,0.445919530816304,-2.158377459508725,0.6944371647381694,247.71234870049597,0.10093560357339793,0.22183803526602286,-2.1580063827923097
AUDUSD,AUDNZD,0.4485125741614851,-2.1533909888938703,1.6954013425675156,245.74552851970822,0.10098138875608204,0.2236619041107335,-2.153213932479568
USDCAD,CHFJPY,0.45056210466829427,-2.1494522204049513,0.4179899343159478,277.06203933743126,0.08068342811999045,0.22524749709738612,-2.1490667230520955
USDCAD,GBPJPY,0.45187124070461726,-2.1469374371836123,0.4309191998551193,348.39617189436876,0.10530425457548445,0.22610639946872702,-2.1468275496020164
GBPUSD,CADJPY,0.45851535928761616,-2.134186448270355,-0.2326281301887666,356.41295688289864,0.10134214072069718,0.23106480349213165,-2.133999386994431
AUDUSD,CADJPY,0.4629899161169624,-2.1256090478044842,-0.6246444726160496,342.07767444757627,0.144380876890893,0.23435554937936426,-2.1255758359835712
GBPAUD,NZDCAD,0.47680851152320874,-2.099155733707154,0.28799012174715843,292.0441733952057,0.08830468740694622,0.24496285658419475,-2.0988858156798416
CHFJPY,EURCAD,0.4923188386513971,-2.0694938958830824,2.067786524740798,317.9778959611013,0.1834865141930074,0.28821331226151226,-1.996264662911277
GBPJPY,GBPNZD,0.4941181674175843,-2.066052754881557,1.1353136377897035,300.64099309861626,0.12171196046926826,0.2583573974648336,-2.06611243574374
GBPUSD,NZDCAD,0.5146749367403088,-2.026698141623882,-0.256769541636317,375.32590710374853,0.10326524555382117,0.27508909856268143,-2.02646945119657
AUDNZD,CADJPY,0.5198323746790985,-2.0168046328937006,-0.16208609126815143,376.1015543550173,0.07141571376460137,0.26964398550291835,-2.039223668625072
